name;0;1;2;3;4;5;6;7;8;9;category;category_value
43.png;1.0086588e-11;3.6214367e-08;3.1255036e-07;1.874325e-07;2.4541953e-07;9.633612e-07;0.9946188;0.005378902;4.8296465e-07;4.080326e-09;6;0.9946188
199.png;1.0336973e-09;3.3070592e-07;0.040813547;0.95891273;0.00022960249;2.062159e-06;2.6359576e-06;1.7796751e-06;3.7118032e-05;1.3244032e-07;3;0.95891273
374.png;5.802368e-09;0.0002921508;0.0009645466;0.9712452;0.02207625;0.00492421;1.0729139e-05;0.00010501533;0.0003780907;3.7668347e-06;3;0.9712452
222.png;7.814847e-13;1.5022541e-08;3.2647936e-08;1.3133211e-09;1.9891766e-08;0.00010312984;1.1498115e-05;0.9998777;7.601123e-06;6.670053e-09;7;0.9998777
190.png;2.2004835e-10;1.0769161e-06;3.0674157e-06;1.1983658e-06;1.7829868e-06;0.00024323341;0.0398365;0.9598409;7.1985145e-05;3.1891193e-07;7;0.9598409
41.png;2.0040272e-09;4.7935564e-06;0.00011883139;7.58979e-05;4.90439e-05;0.00017979146;0.87171286;0.12385639;0.004000942;1.394201e-06;6;0.87171286
37.png;2.9904626e-08;0.91661584;0.036378663;0.045496754;0.0012243901;8.665115e-06;0.0002394153;1.272405e-05;2.2715109e-05;8.075801e-07;1;0.91661584
30.png;2.3639129e-11;1.8636385e-08;0.9435513;0.056446865;8.720065e-07;1.3538613e-07;1.2455926e-07;5.4394533e-08;5.313573e-07;3.5641026e-09;2;0.9435513
76.png;3.6640396e-10;1.8215846e-05;0.0145072695;1.3895177e-05;0.9854196;2.3931186e-06;1.7599749e-06;2.592747e-05;1.0978768e-05;2.5015407e-08;4;0.9854196
278.png;1.001819e-08;3.2538792e-05;3.346508e-05;3.5102723e-05;1.1526826e-05;0.642305;0.33579054;0.02172032;6.8890666e-05;2.708812e-06;5;0.642305
167.png;6.221514e-11;0.0001187203;0.0016686185;0.0003323467;0.9978288;4.681566e-05;2.422344e-06;1.0762484e-06;1.1398995e-06;3.0408103e-08;4;0.9978288
297.png;1.3956837e-07;0.002519973;0.9894517;0.00092034176;0.00010099526;0.0060486738;8.0666205e-06;0.0006097218;0.0002643832;7.615848e-05;2;0.9894517
184.png;6.432154e-08;0.8857183;0.113940656;6.9433816e-05;3.7686772e-05;4.3291704e-05;8.310366e-06;0.0001439509;3.0163248e-05;8.168584e-06;1;0.8857183
113.png;1.1150232e-08;0.85257167;0.13155057;0.00062250916;0.015228598;2.0747452e-06;9.307786e-06;8.12387e-06;6.6962293e-06;4.004647e-07;1;0.85257167
159.png;1.6802623e-09;8.83692e-07;7.782615e-06;3.5937813e-07;1.3563642e-06;0.0058699106;0.0008739842;0.9931601;8.488574e-05;7.231376e-07;7;0.9931601
78.png;3.1778738e-10;1.2727539e-06;0.98896235;0.010988973;2.8847602e-05;1.2618308e-06;4.128689e-06;6.673452e-07;1.23244e-05;2.0305242e-07;2;0.98896235
105.png;4.491054e-09;1.9731244e-06;0.01899327;0.9768887;0.0039355797;5.269685e-06;1.1121167e-05;9.399624e-06;0.00015423853;4.3618675e-07;3;0.9768887
240.png;5.910185e-10;0.00023279767;1.8240438e-05;0.9985366;0.0011461194;1.6777089e-05;2.6810247e-07;2.0020231e-07;4.8792343e-05;1.5530674e-07;3;0.9985366
212.png;7.282839e-09;0.12882039;0.002927437;0.8078825;0.045262404;0.01467214;3.233515e-06;6.350019e-05;0.00036337256;5.2316013e-06;3;0.8078825
6.png;9.467822e-11;3.1565612e-08;0.009230026;0.99076813;7.2970465e-07;2.0454448e-07;2.741486e-07;1.823525e-08;5.8583447e-07;1.4892775e-08;3;0.99076813
59.png;4.9042574e-14;1.1833858e-10;0.0013798112;0.99862015;2.758172e-08;1.8562357e-09;2.8731302e-09;7.304771e-11;1.0847838e-08;1.5417952e-11;3;0.99862015
241.png;2.3877569e-09;1.3714835e-05;0.0001832835;0.8726777;0.1268922;0.000103684826;3.3477033e-07;1.6147523e-06;0.00012676524;7.0771665e-07;3;0.8726777
250.png;8.634518e-09;0.48192078;0.13448113;0.35864663;0.024694435;6.0608686e-06;7.629949e-05;4.3321048e-05;0.00013059561;6.98634e-07;1;0.48192078
370.png;1.5386861e-07;0.00017683109;0.9729964;0.010012772;0.0002378549;0.014713442;5.734323e-06;0.00040087997;0.0013041703;0.00015171523;2;0.9729964
351.png;4.5545585e-11;3.7111412e-09;1.1643498e-05;6.0727714e-05;0.00010967034;0.00014537483;0.00023473286;0.3158822;0.6835541;1.5741132e-06;8;0.6835541
153.png;3.4566295e-07;0.13429102;0.6823644;0.084522925;0.09795802;0.000615595;8.293005e-05;4.390358e-05;0.000101134596;1.9654772e-05;2;0.6823644
67.png;1.601664e-10;8.8492794e-07;3.1719787e-06;1.1479428e-06;2.3998423e-06;1.3664055e-05;0.84568167;0.15428734;9.690901e-06;9.988697e-08;6;0.84568167
340.png;2.390065e-10;1.2927289e-05;1.9776498e-05;0.9997018;0.00021598252;2.611611e-05;5.201199e-07;6.626101e-07;2.1976433e-05;7.7264396e-08;3;0.9997018
91.png;1.0198808e-08;0.0003931146;0.012497339;0.96969026;0.017276073;2.5537178e-05;4.3718825e-05;1.41814235e-05;5.861506e-05;9.866932e-07;3;0.96969026
31.png;6.13318e-13;1.3170028e-09;0.2080943;0.79190534;2.412863e-07;1.2093343e-08;3.2095873e-08;2.0499313e-09;1.262602e-07;1.7400152e-10;3;0.79190534
58.png;5.939591e-11;2.0274936e-06;0.015684068;0.14535068;0.8389255;3.794283e-07;5.514548e-06;2.3803339e-06;2.9360268e-05;1.2217028e-08;4;0.8389255
114.png;2.1353177e-09;0.008691857;0.98748547;0.003687587;0.00011070486;3.4686846e-07;1.8603274e-05;1.580354e-06;3.8120559e-06;8.261901e-08;2;0.98748547
239.png;8.119501e-10;1.587776e-05;0.00025670952;0.9994692;0.00013507722;0.00010672046;1.0554554e-06;1.0519644e-06;1.4140313e-05;1.9526793e-07;3;0.9994692
120.png;1.2897797e-10;4.6616245e-07;2.413743e-06;5.8113733e-06;1.3679656e-06;6.2831673e-06;0.00024509075;0.016174827;0.98356354;2.8507355e-07;8;0.98356354
198.png;4.529772e-10;1.2108828e-07;0.031978957;0.96792835;7.0778544e-05;9.724508e-07;1.0885564e-06;7.022788e-07;1.9136698e-05;6.782526e-08;3;0.96792835
9.png;1.8961872e-09;2.347507e-05;0.92795074;0.05757281;0.014415127;8.209838e-06;7.564094e-06;8.471392e-06;1.3339563e-05;2.1583698e-07;2;0.92795074
218.png;6.8916706e-11;3.110651e-07;2.0832242e-07;3.3034894e-07;1.0816936e-07;0.99972945;3.6721278e-05;0.00022720807;5.6113786e-06;3.332078e-08;5;0.99972945
300.png;1.4492692e-10;1.3149931e-06;0.0003079768;0.994066;0.0028397976;0.0027619777;4.9021736e-08;7.7442803e-07;2.1870763e-05;1.2621398e-07;3;0.994066
309.png;3.2690694e-11;3.2350422e-07;1.0041304e-05;2.702239e-07;1.3630606e-07;8.361221e-06;8.9982586e-07;0.99593216;0.0024137152;0.0016341853;7;0.99593216
248.png;1.931341e-11;0.9998702;0.000114370974;7.154276e-06;8.016338e-06;6.030321e-08;1.9110908e-08;5.699644e-08;5.6015697e-08;2.990079e-09;1;0.9998702
53.png;1.4909826e-12;1.5363911e-08;0.026012953;0.9737737;0.00021202602;5.639513e-08;9.7251174e-08;2.5130802e-08;1.0870463e-06;1.0147329e-09;3;0.9737737
95.png;7.935119e-11;2.859584e-07;4.845789e-06;1.3412972e-05;1.4941492e-05;0.0006422053;0.9985815;0.0006469382;9.5676485e-05;8.700405e-08;6;0.9985815
35.png;1.1150232e-08;0.85257167;0.13155057;0.00062250916;0.015228598;2.0747452e-06;9.307786e-06;8.12387e-06;6.6962293e-06;4.004647e-07;1;0.85257167
323.png;8.2899426e-13;1.509726e-08;3.291958e-08;1.3824057e-09;2.1649308e-08;0.00010338139;1.2630696e-05;0.99987626;7.698747e-06;6.8699832e-09;7;0.99987626
354.png;2.0863637e-11;4.9910804e-09;2.3153864e-07;6.5282943e-06;2.39231e-06;0.00046399483;2.42135e-08;0.037458576;0.9620672;1.0046411e-06;8;0.9620672
25.png;4.7942417e-10;4.7697117e-06;0.99438876;0.0042640553;0.0013323666;1.0841908e-06;2.454378e-06;3.1645545e-06;3.2537746e-06;5.413602e-08;2;0.99438876
347.png;2.467325e-13;5.5784857e-09;1.0613116e-08;5.0239135e-10;5.1331464e-09;0.00086114655;1.9342782e-07;0.9991271;1.1596726e-05;4.5821427e-09;7;0.9991271
206.png;3.1357343e-09;1.228177e-06;4.9745863e-06;4.1172058e-05;5.89503e-06;0.047562934;0.9517346;2.176261e-05;0.000627028;3.484191e-07;6;0.9517346
87.png;1.0336973e-09;3.3070592e-07;0.040813547;0.95891273;0.00022960249;2.062159e-06;2.6359576e-06;1.7796751e-06;3.7118032e-05;1.3244032e-07;3;0.95891273
281.png;7.2368e-11;6.2004807e-07;1.8724204e-06;7.944107e-07;1.7462501e-06;0.00014968625;0.07144;0.92839557;9.645268e-06;1.0299992e-07;7;0.92839557
116.png;5.4187826e-10;0.98581517;0.014135188;3.54546e-05;2.5334984e-06;3.0228748e-06;8.050996e-06;4.0244578e-07;1.0927853e-07;2.4871795e-08;1;0.98581517
48.png;3.1163537e-11;5.55284e-08;0.99575955;0.004235095;4.5098577e-06;1.0442083e-07;1.4978735e-07;1.4003534e-07;4.881467e-07;4.5372226e-09;2;0.99575955
170.png;1.3125864e-06;0.025091426;0.7666925;0.18616322;0.009450614;0.009156063;0.00033152272;0.0013789033;0.001492914;0.00024165172;2;0.7666925
324.png;9.9566716e-11;1.3923382e-07;6.2088327e-07;2.3720942e-08;2.0566124e-07;0.0047067422;3.4160732e-06;0.99510264;0.00018611681;1.03958996e-07;7;0.99510264
115.png;2.9904626e-08;0.91661584;0.036378663;0.045496754;0.0012243901;8.665115e-06;0.0002394153;1.272405e-05;2.2715109e-05;8.075801e-07;1;0.91661584
224.png;6.090258e-11;1.8537564e-06;0.7929807;0.036494035;0.17049268;4.5533002e-07;6.3797893e-06;2.6854982e-06;2.1231574e-05;1.1238904e-08;2;0.7929807
36.png;2.1353177e-09;0.008691857;0.98748547;0.003687587;0.00011070486;3.4686846e-07;1.8603274e-05;1.580354e-06;3.8120559e-06;8.261901e-08;2;0.98748547
131.png;3.196329e-10;1.3406559e-06;2.7428356e-05;5.9104923e-06;2.6848278e-05;1.714018e-05;0.29227954;0.7075105;0.00013127133;7.156158e-08;7;0.7075105
346.png;6.857388e-12;1.9065986e-07;1.3551785e-07;2.8465715e-08;1.12172444e-07;0.06628174;1.2577368e-05;0.9337001;5.2112828e-06;2.4465468e-08;7;0.9337001
319.png;7.6044865e-11;3.4311174e-07;2.268085e-07;3.4507735e-07;1.1928124e-07;0.99970657;4.550901e-05;0.00024125978;5.583998e-06;3.583447e-08;5;0.99970657
261.png;4.2787125e-11;1.2916573e-07;1.8866016e-05;1.416855e-06;1.8239022e-06;3.7627407e-05;8.160054e-05;0.99937326;0.0004848096;4.4979294e-07;7;0.99937326
262.png;7.5344696e-11;9.643593e-07;0.00011414987;2.9263989e-05;5.3856006e-06;7.940198e-06;0.9858765;0.013594544;0.0003711473;1.14850074e-07;6;0.9858765
152.png;2.4057645e-08;0.9381984;0.010778837;0.05051537;0.0003320158;0.00010701347;5.04663e-05;2.458111e-06;1.4278874e-05;1.2085954e-06;1;0.9381984
2.png;5.724238e-10;9.5486575e-06;0.9967853;0.0005193635;0.0026756541;9.9723e-07;3.0195672e-06;4.318567e-06;1.8880279e-06;4.8503157e-08;2;0.9967853
353.png;6.111488e-11;5.4389236e-08;3.0190708e-07;7.9695914e-05;3.4330549e-06;0.020428983;7.809222e-06;0.0021514995;0.977326;2.1642759e-06;8;0.977326
104.png;2.0436501e-09;7.3887014e-07;0.026100527;0.972323;0.0014465997;2.3470543e-06;7.113072e-06;5.5609294e-06;0.00011386322;2.4899188e-07;3;0.972323
343.png;2.0253427e-10;8.3401227e-07;5.179325e-07;1.1730295e-06;4.5070436e-07;0.9988926;0.00050209416;0.00058323704;1.8956109e-05;9.898461e-08;5;0.9988926
331.png;7.754578e-12;1.8395983e-09;1.692813e-07;2.0243746e-07;1.9241372e-07;1.6153405e-06;1.3189218e-06;0.034337543;0.9656307;2.8159453e-05;8;0.9656307
108.png;2.3639129e-11;1.8636385e-08;0.9435513;0.056446865;8.720065e-07;1.3538613e-07;1.2455926e-07;5.4394533e-08;5.313573e-07;3.5641026e-09;2;0.9435513
258.png;5.0170423e-12;3.845688e-08;2.6381502e-07;3.407396e-08;2.4247362e-07;1.5310693e-06;0.006041241;0.9939381;1.8577592e-05;2.2907217e-08;7;0.9939381
192.png;1.4529618e-10;2.5960753e-06;0.76461744;0.21759696;6.59263e-06;0.017769428;2.782051e-07;4.0545465e-06;2.4238432e-06;2.046629e-07;2;0.76461744
172.png;5.3913646e-10;5.1622993e-07;1.1874591e-05;5.0389415e-05;3.2221495e-05;1.1622615e-05;6.306536e-06;0.0071119894;0.97167337;0.021101719;8;0.97167337
94.png;4.0552948e-09;1.6104556e-06;6.6463394e-06;5.729615e-05;7.5637668e-06;0.07517531;0.92368674;2.9339852e-05;0.0010349492;4.959495e-07;6;0.92368674
298.png;8.041517e-12;1.3434057e-07;0.0015073739;0.0044731605;2.764502e-06;0.9940124;1.6359165e-08;3.174239e-06;9.889035e-07;7.769232e-08;5;0.9940124
77.png;2.3532902e-09;2.7699054e-06;0.040661663;0.95909244;0.00016362124;7.8038265e-06;2.0190475e-05;1.797295e-06;4.8543563e-05;1.1723888e-06;3;0.95909244
275.png;4.0857735e-09;0.8665106;0.0018116893;0.13106018;0.0005179483;1.8057297e-05;3.8647268e-05;6.389269e-06;3.6054284e-05;3.5990624e-07;1;0.8665106
237.png;2.0381062e-10;4.639009e-07;8.5633976e-05;0.79710335;0.20230861;0.0004524411;9.648321e-08;1.6412746e-06;4.7631445e-05;1.3249915e-07;3;0.79710335
236.png;1.1472493e-09;7.987997e-05;0.001280773;0.9880939;0.0039337445;0.0065439534;2.3007028e-07;3.210443e-06;6.3526626e-05;8.2605027e-07;3;0.9880939
18.png;3.1778738e-10;1.2727539e-06;0.98896235;0.010988973;2.8847602e-05;1.2618308e-06;4.128689e-06;6.673452e-07;1.23244e-05;2.0305242e-07;2;0.98896235
