name;0;1;2;3;4;5;6;7;8;9;category;category_value
358.png;3.119019e-07;9.04312e-05;0.00011188487;0.0011417214;5.6305375e-06;0.0014487562;0.26904827;0.71612054;0.01179074;0.00024177895;7;0.71612054
55.png;1.06573994e-11;0.9999733;1.3760907e-05;7.398454e-06;5.6414063e-07;3.7528596e-06;7.512236e-07;5.9916994e-07;8.052465e-10;1.4998487e-09;1;0.9999733
5.png;2.4390422e-07;0.015017934;0.8124809;0.14191827;0.02999337;0.00013060104;6.3706095e-05;0.0003568415;2.7131098e-05;1.0921384e-05;2;0.8124809
23.png;2.602287e-08;0.00045087392;0.21866216;0.78040415;0.00015450853;5.1425927e-06;6.859407e-05;0.00025052746;2.5126894e-06;1.5045449e-06;3;0.78040415
149.png;9.362928e-08;0.26207852;0.3100825;0.100465775;0.32729086;1.3325834e-05;1.5041449e-05;4.4819477e-05;7.542053e-06;1.6152215e-06;4;0.32729086
183.png;1.0250832e-06;1.4665109e-06;0.00015993755;0.00065323856;5.053139e-06;0.0014887027;0.030918695;0.1871924;0.7761703;0.0034092558;8;0.7761703
65.png;6.547545e-12;0.9999802;4.202171e-06;1.4298006e-05;1.7033358e-07;5.659476e-07;5.5862238e-08;4.791683e-07;8.334593e-10;4.1681608e-10;1;0.9999802
173.png;3.011951e-08;3.63525e-05;0.000106456784;0.9831767;0.0031873703;0.012903958;2.2894219e-05;0.00047122498;7.994724e-05;1.5023404e-05;3;0.9831767
88.png;1.217476e-07;3.2470492e-05;0.009511489;0.52212787;0.46774125;7.330602e-05;3.5519777e-05;0.00012565897;0.00032553572;2.6729067e-05;3;0.52212787
232.png;8.420032e-08;4.636644e-05;0.00045856312;0.0026146374;2.4849478e-05;0.00062348554;0.45963717;0.5020154;0.034553416;2.5994139e-05;7;0.5020154
362.png;4.7673043e-09;9.4932136e-07;7.0498135e-07;0.00010761294;1.7192085e-06;1.8496989e-05;0.0006578018;0.9679722;0.031238254;2.0958585e-06;7;0.9679722
287.png;1.1160826e-07;5.3534026e-05;0.00016749841;0.001726412;3.2864446e-06;0.00090142456;0.5672246;0.42930785;0.000527546;8.773071e-05;6;0.5672246
129.png;9.434312e-09;0.9535477;0.031375308;0.011263125;0.0038052327;2.2895981e-06;9.032734e-07;5.0966496e-06;3.026297e-07;2.0579142e-07;1;0.9535477
180.png;1.5464147e-08;1.9890815e-06;1.548526e-05;6.397269e-05;1.00971704e-07;0.013936384;0.1805295;0.8018122;0.0036238348;1.6597485e-05;7;0.8018122
89.png;7.2544715e-08;7.2008974e-05;0.0030552535;0.27142054;0.7252823;5.218017e-05;1.2281054e-05;3.0454514e-05;6.881309e-05;6.0665716e-06;4;0.7252823
83.png;6.189889e-08;6.386247e-05;0.85087013;0.14640784;0.0025599543;3.175455e-06;2.6282367e-05;5.2512547e-05;8.857563e-06;7.2875755e-06;2;0.85087013
327.png;9.6015654e-08;5.117767e-05;0.00061499473;0.0025351148;3.135477e-05;0.0005636194;0.5621229;0.39001742;0.044038538;2.484097e-05;6;0.5621229
